Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude,Country Code
"July 15, 1962",?,"Near Lahore, Pakistan",Indian Airlines,?,"Kabul  - Amritsar, India",Douglas C-47A,VT-AUS,20289,3,1,0,A vulture crashed through the cockpit window and killed the copilot.,31.55460609999999,74.3571581,PK
"July 15, 1963",?,"Farafangana, Madagascar",Air Madagascar,?,?,Douglas C-47,5R-MAJ,12813,12,6,0,Crashed while taking off.,-22.817412,47.81803800000001,MG
"July 15, 1965",17:05,"St. Thomas, Virgin Islands",Virgin Islands Airways,?,?,de Havilland 106A,N6503D,?,12,8,0,The plane crashed into the water shortly after taking off. The pilot failed to maintain flying speed after lifting off prematurely. Failed to abort takeoff. Selected wrong runway relative to wind. Improperly loaded aircraft.,18.335361,-64.95340089999999,VI
"July 15, 1966",?,Pakistan,Military - Pakistan Air Force,?,?,Lockheed C-130B Hercules,24142,3768,10,10,0,Struck a mountain.,30.375321,69.34511599999999,PK
"July 15, 1968",?,"Gravata, Brazil",Varig,?,?,Curtiss C-46C,PP-VBJ,33481,3,3,0,Struck a mountain.,-8.2116007,-35.5677787,BR
"July 15, 1969",06:57,"New York City, New York",New York Airways,?,New York - Newark,de Havilland Canada DHC-6 Twin Otter 200,N558MA,175,14,3,0,The plane flew into wake turbulence and crashed.  The pilot was 12 minutes behind schedule and made an intersection takeoff. The tower warned him of wake turbulence from a recently departing jet.,40.7127837,-74.0059413,US
"July 15, 1975",12:34,"Near Batumi, Georgia, USSR",Aeroflot,E-15,Yerevan - Batumi,Yakovlev YAK-40,CCCP-87475,9442037,40,40,0,The aircraft struck a mountain after an attempted go-around. Deviation from the standard trajectory for a missed approach. Misinformation supplied to crew.,41.6167547,41.6367455,GE
"July 15, 1975",23:48,"Poway, California",Oceanaire Helicopter - Air Taxi,?,"Poway, CA - Pomona, CA",Bell 206B,N58137,?,4,4,0,Departed from well lighted area into surrounding unlighted terrain with fog in area. Crashed.  Spatial disorientation.,32.9628232,-117.0358646,US
"July 15, 1996",c 18:00,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,?,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,CH-06,4473,41,34,0,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy.",51.44164199999999,5.4697225,NL
"July 15, 2009",11:33,"Near Qazvin, Iran",Caspian Airlines,RV-7908,"Tehran, Iran - Yerevan, Armenia",Tupolev 154M,EP-CPG,87A-748,168,168,0,"The airliner crashed into a field 75 miles northwest of Tehran, 11 minutes after taking off from Imam Khomeini Airport. The plane exploded and disintegrated upon impact. Separation of a piece of the low pressure compressor from the No. 1 engine. Debris from that  hit the aircraft  body, disabling the fuel lines.",36.2736589,49.998236,IR
"July 16, 1922",c 16:45,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,?,Strasbourg - Paris,Potez 29,F-FREI,25,5,5,0,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.,48.741963,7.361647,FR
"July 16, 1932",c 08:00,"Mount El Plomo, near Vitacura, Chile",Panagra,?,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9,9,0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934.",-33.4035551,-70.5688043,CL
"July 16, 1947",22:40,"Az-Zubair, Iran",British Overseas Airways,?,Cairo - Basrah,Avro 685 York,G-AGMR,1219,6,6,0,"During a fourth landing attempt the plane touched down, power was applied but the plane crashed in a wooded area beyond the runway. An error on the part of the pilot in continuing the flight in unsuitable weather conditions coupled with lack of cooperation by the ATC.",26.3986863,50.05712339999999,SA
"July 16, 1948",18:00,Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,?,Macau - Hong Kong,Consolidated OA-10 Catalina,VR-HDT,?,26,25,0,"The plane crashed after being hijacked. While trying to take control of the aircraft, one of the passengers tried to stop the hijackers, In response, one of the hijackers shot wildly striking and killing both pilots The plane went out of control and crashed. One of the hijackers survived by jumping out of the rear exit before the plane hit the water.  He was held in Macao prison for three years and released in 1951.First commercial aircraft to be hijacked.",22.198745,113.543873,MO
"July 16, 1951",?,"Off Lae, New Guinea",Qantas,?,?,de Havilland DHA-3 Drover II,VH-EBQ,5003,7,7,0,Crashed into the Huon Gulf after the center propeller failed.,-6.7155252,146.999905,PG
"July 16, 1956",07:15,"Rio Cuarto, Argentina",Aerolineas Argentinas,?,Buenos Aires - Rio Cuarto,Douglas DC-3,LV-ACD,13328,18,18,0,"Crashed while making an approach to Rio Cuarto. The decision of the pilot to descend en route, without justifiable reason, below the minimum altitude prescribed for a night flight and in weather conditions which made it his duty to follow IFR procedure.",-33.1231585,-64.3493441,AR
"July 16, 1957",03:36,"Near Biak, Indonesia",KLM Royal Dutch Airlines,844,Mokmer - Manila,Lockheed 1049C Super Constellation,PH-LKT,4504,68,58,0,"The pilot asked for clearance to make a low pass over Mokmer to give the passengers a final glimpse of the island. The plane gradually descended over the sea, crashed, burst into flames, broke apart and sank. Crew did not properly monitor their altitude.",-1.0381022,135.9800848,ID
"July 16, 1957",21:20,"Near Taipei, Taiwan (Formosa)",Military - United States Air Force,?,"Clark Field, Philippines - Taipei, Taiwan",Douglas C-47,?,?,16,16,0,The Air Foce transport was en rout when it crashed at Mount Chaiopeng approximately 25 miles southwest of Taipei.,24.989268,121.4850844,TW
"July 16, 1962",?,"Near Loheshyphn, India",Kalinga Airlines,?,?,Douglas C-47,VT-DFZ,4647,9,9,0,Stalled and crashed.,20.593684,78.96288,IN
"July 16, 1964",18:29,"Richmond, Virginia",Eastern Air Lines,?,New York City - Richmond - Jacksonville,Douglas DC-7B,N809D,44860/616,76,0,0,"Landed 17 feet short of the runway threshold, tore off the landing gear, slid and caught fire. Pilot misjudged altitude and distance and undershot during landing.",37.5407246,-77.4360481,US
"July 16, 1983",?,"Off Scilly Islands, UK",British Airways Helicopters,?,Penzance - Scilly Islands,Sikorsky S-61N-II,G-BEON,61-770,26,20,0,Crashed into the English Channel.,49.9166667,-6.3333333,ERR:15:no country code found
"July 16, 1998",21:41,"Córdoba, Argentina",Alas del Sur,?,Tucumán - Córdoba,Rockwell Sabreliner 60,LV-WPO,306-3,3,3,0,The cargo plane crashed short of the runway.,-31.42008329999999,-64.1887761,AR
"July 16, 1999",21:41,"Off Martha's Vineyard, Massachusetts",Private,-,"Fairfield, N.J. - Martha's Vineyard, MA",Piper PA-32-R301 Saratoga II HP,N9253N,3213100,3,3,0,"The aircraft, piloted by John F. Kennedy Jr., 38, crashed into the sea approximately 34 miles west of Martha's Vineyard while en route from Fairfield, New Jersey to Martha's Vineyard, Massachusetts. Killed along with Kennedy were his wife Carolyn and her sister Lauren Bessette. Kennedy's failure to maintain control of the airplane during a descent over water at night, which was a result of spatial disorientation. Contributing factors in the accident were haze, and the dark night.",41.4012354,-70.5378635,US
"July 16, 2002",19:45,"Off Cromer, Norfork, England",Bristow Helicopters,-,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,Sikorsky S-76A,G-BJVX,760100,11,11,0,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier.",52.3555177,-1.1743197,GB
"July 16, 2002",?,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,?,Tarakan - Krayan,Britten-Norman BN-2A Islander,PK-TAR,860,10,10,0,"Air traffic control lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination.",-0.789275,113.921327,ID
"July 16, 2005",10:00,"Baney, Equatorial Guinea",Ecuatair,?,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60,60,0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.",3.638801,8.8583309,GQ
"July 17, 1946",?,"Cuenca, Ecuador",ANDESA,?,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,30,30,0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.,-2.9001285,-79.00589649999999,EC
"July 17, 1950",?,"Near Pathankot, India",Indian National Airlines,?,Delhi - Sringagar,Douglas DC-3,VT-ATS,20359,22,22,0,The left wing separated from the plane in extreme turbulence from a thunderstorm.,32.2643375,75.64211209999999,IN
"July 17, 1953",23:15,"Near Milton, Florida",Military - U.S. Navy,?,Whitting NAS - Norfolk NB,Fairchild R4Q-2,131663,10830,46,44,0,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area.",30.6324149,-87.03968809999999,US
"July 17, 1955",06:24,"Chicago, Illinois",Braniff Airlines,560,"Kansas City, MO - Chicago",Convair CV-340-32,N3422,071,43,22,0,"While on instrument approach, the aircraft hit a sign and crashed through the airport boundry fence.  Momentary disorientation caused by the loss of visual reference during the final visual phase of the approach resulting in an increased rate of descent at an altitude too low to effect recovery.",41.8781136,-87.6297982,US
"July 17, 1963",?,"Pak Tha, Laos",Air America,?,?,Curtiss C-46F,B-148,22510,6,6,0,The cargo plane crashed into a fog shrouded mountain.,20.1045601,100.5957288,LA
"July 17, 1965",12:10,"Off Choushi, Japan",Military - Japan Maritime Self Defense Force,?,?,Lockheed P2V-7,?,?,11,11,0,Crashed into the sea.,36.204824,138.252924,JP
"July 17, 1994",21:45,"Near Fort de France, Martinique",Air Martinique,?,Bridgetown - Fort de France,Britten-Norman BN-2B-26 Islander,8P-TAD,2152,6,6,0,Crashed into high ground while on approach to land.,14.6160647,-61.0587804,MQ
"July 17, 1994",?,"Boma, Democratic Republic Congo",Sankuru Air Service,?,Training,Yakovlev 40D,RA-87256,9311326,9,5,0,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.,?,?,?
"July 17, 1995",?,"Bintuni,  Indonesia",Merpati Nusantara Airlines,?,?,de Havilland Canada DHC-6 Twin Otter 300,PK-NUT,473,18,1,0,The plane lost control during takeoff in heavy rain and veered off the runway crashing into a banana plantation.,-2.116667,133.533333,ID
"July 17, 1996",16:35,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),?,Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,XA-TCF,734,18,1,0,Crashed 150 ft. short of the runway.,20.6295586,-87.0738851,MX
"July 17, 1996",20:31,"Off East Moriches, New York",Trans World Airlines,800,New York City - Paris,Boeing B-747-131,N93119,20083/153,230,230,0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the Atlantic Ocean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists.",40.8050989,-72.7609336,US
"July 17, 1997",11:56,"Bandung, Indonesia",Sempati Air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,50,30,0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field.",-6.9174639,107.6191228,ID
"July 17, 1998",04:15,"Asmara, Eritrea",Ukraine Aviation Transport Company,?,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,UR-UCI,0083481440,10,10,0,"While on an ILS approach, the cargo plane struck a hill.",15.3228767,38.9250517,ER
"July 17, 2000",07:34,"Patna, India",Indian Airlines/Alliance Airlines,7412,Calcutta - Patna - Lucknow - New Delhi,Boeing B-737-2A8 Advanced,VT-EGD,22280/671,58,55,5,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a ""go-around procedure"" instead of an ""approach to stall recovery procedure"" resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.",25.5940947,85.1375645,IN
"July 17, 2002",14:22,"Surkhet, Nepal",Skyline Airways,?,Jumla - Surkhet,de Havilland Canada DHC-6 Twin Otter 300,9N-AGF,828,4,4,0,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area.",28.517456,81.77870209999999,NP
"July 17, 2007",18:52,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,187,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet.",-23.5505199,-46.63330939999999,BR
"July 17, 2014",1315Z,"Hrabove, Ukraine",Malaysia Airlines,17,Amsterdam - Kuala Lumpur,Boeing 777-2H6ER,9M-MRD,28411/84,298,298,0,"A Boeing 777-200 airliner operating as  Malaysia Airlines Flight 17, crashed about 40 miles east of Donetsk, Ukraine. The plane was 90 minutes into its flight, flying at 33,000 feet, when it was apparently hit by a Russian Buk missile. The missile exploded a few feet away from the cockpit .Debris was spread over a wide area. All 283 passengers and crew of 15 were killed.",48.14803029999999,38.6478533,UA
"July 17, 2015",1322,"Near Juneau, Alaska",Wings of Alaska,202,Juneau - Hoonah,Cessna 207A,N62AK,20700780,5,1,0,"The scheduled passenger plane crashed in a wooded forest northeast of Juneau, 15 minutes into a 20 minute flight to Hoonah. The pilot was killed and the passengers sustained serious injuries.",58.3019444,-134.4197222,ERR:15:no country code found
"July 18, 1933",?,Aegean Sea,Societa Anonima Aero Expresso Italiana,?,Athens - Rhodes,CMASA Wal (flying boat),I-AZEE,?,6,6,0,Forced to ditch in gale force winds.,39.0504277,23.429984,ERR:15:no country code found
"July 18, 1946",21:10,"Goodland, Kansas",Military - U.S. Army Air Corps,?,Topeka - Denver,Douglas C-47,?,?,13,13,0,Crashed into a field during a thunder and lightning storm.,39.350833,-101.7101722,US
"July 18, 1950",?,"Near Bocoio, Angola",DTA Angola Airlines,?,Nova Lisboa - Lobito,Douglas DC-3,CR-LBK,13769,9,9,0,?,-12.46388,14.16529,AO
"July 18, 1952",0:00,"Whiting Field, near Milton, Florida",Military - Navy,?,Corpus Christi - Norfork,Fairchild packet (C119 flying boxcar),?,?,46,41,0,"The Marine cargo plane, carrying ROTC students taking part in summer training crashed while taking off after a refueling stop.",30.7325322,-87.0123079,US
"July 18, 1968",?,Off Chili,Aerolineas Flecha Austral,?,?,Curtiss C-46D,CC-CDI,33445,5,5,0,Lost at sea.,-35.675147,-71.542969,CL
"July 18, 1970",17:20,North Atlantic Ocean,Military - Soviet Air Force,?,Reykjavik - Halifax - Sidney,Antonov AN-22,CCCP-09303,9340207,23,23,0,"Disappeared without a trace while en route with a final destination of Peru, 40 minutes after takeoff. The plane was carrying a field hospital to earthquake stricken Peru.",41.4036007,-95.0138776,US
"July 18, 1981",15:44,"Near Yerevan, Armenia",TAR,?,"Tehran, Iran - Larnaca, Cyprus",Canadair CL-44D4-6,LV-JTN,34,4,4,0,The cargo plane was brought down after a Soviet fighter jet crashed into the tail of the Canadair. The plane had strayed into Soviet airspace.,40.1791857,44.4991029,AM
"July 18, 1995",?,"Near Antananivo, Madagascar",Military - Madagascar Air Force,?,Maintirano - Antananivo,Douglas C-47A,5R-MMG,19525,34,34,0,"The aircraft, carrying a French medical team, crashed while attempting to land at Antananivo. Double engine failure.",-14.233333,48.5,MG
"July 18, 1997",10:32,"Goroka,  New Guinea",Goroka Air Services,?,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,P2-MMU,250,4,2,0,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.,-6.083477299999999,145.3862638,PG
"July 19, 1919",?,"Dix Run, Pennsylvania",US Aerial Mail Service,?,?,De Havilland DH-4,82,?,1,1,0,?,40.9064,-77.9395179,US
"July 19, 1935",14:20,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,?,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,?,2,2,0,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.,32.3546679,-89.3985283,US
"July 19, 1949",21:01,"Seattle, Washington",Air Transport Associates,?,Seattle - Chicago,Curtiss C-46F-1-CU,N5075N,22463,32,2,4,A power failure occurred in the No. 1 engine on takeoff and the pilot cut power to both engines and discontinued takeoff.  He then apparently changed his mind and applied power. The left engine continued to malfunction and the aircraft collided with power lines and crashed into houses. Use of improper fuel necessitated operating the aircraft's engines in excess of  operating limits resulting in engine failure. Decision to takeoff after the failure of the left engine.,47.6062095,-122.3320708,US
"July 19, 1960",13:45,"Near Goma, Zaire",Military - Royal Belgian Air Force,?,?,Fairchild C-119G,CP-36,?,41,37,0,Crashed into mountainous terrain north of Lake Kivu after experiencing engine failure.,-1.658501,29.2204548,CD
"July 19, 1961",08:00,"Near Azul, Argentina",Aerolineas Argentinas,?,Buenos Aires - Comodoro,Douglas DC-6,LV-ADW,43136,67,67,0,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,-36.7749672,-59.8540382,AR
"July 19, 1962",15:45,"Near Bangkok, Thailand",United Arab Airlines,869,Hong Kong - Bangkok,de Havilland Comet 4C,SU-AMW,06464,26,26,0,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error.",13.7563309,100.5017651,TH
"July 19, 1967",07:00Z,"Tananarive, Malagasy Republic",Air Madagascar,?,?,Douglas DC-4-1009,5R-MAD,42991,42,42,0,"Crashed 2,500 feet beyond the runway while taking off from Ivato airport in fog. Lost power to both left engines and struck high ground while trying to return for an emergency landing in poor visibility.",-18.8791902,47.5079055,MG
"July 19, 1967",11:01,"Near Hendersonville, North Carolina",Piedmont Airlines / Private,22,Ashville - Roanoke,Boeing B-727-22 / Cessna 310,N68650/N3121S,18295/4 / ?,82,82,0,"Midair collision. The B-727 was climbing away from Asheville Airport when it hit the Cessna, about 8 miles from the airport at 6,000 feet.  Seventy-nine on the B-727 and  3 on the Cessna killed. Deviation from IFR clearance by the Cessna pilot. Confusing transmission by the ATC. Lack of secondary surveillance radar. John T. McNaughton, Navy Secretary designate killed along with his wife and son.",35.3187279,-82.4609528,US
"July 19, 1985",03:43,"Near Erie, Pennsylvania",Air Ohio - Air Taxi,21,"Louisville, KY - Cleveland, OH",Aerostar 601,N71MA,61-0217-094,2,2,0,"During a normal IFR cruise flight, the pilot of Air Ohio Flight 21, did not respond to ATC instructions. Air Ohio flight 21 continued for 40 minutes with no reply and without deviation in altitude or heading until the discrete target disappeared from radar over Lake Erie. The pilot had not slept for approximately 30 hours prior to the loss of communication response.",42.12922409999999,-80.085059,US
"July 19, 1989",07:17,"Glen Burnie, Maryland",Air Taxi - Centre Airlines Inc.,?,"Baltimore, MD - Winchester, VA",Beech E18S,N138JR,?,5,2,0,"Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house.",39.1626084,-76.6246886,US
"July 19, 1989",11:02,"Talourow Island, USSR",Aeroflot,?,Observation flight out of Cape Schmidt,Antonov AN-26,CCCP-26685,8805,10,10,0,Crashed into costal cliffs while on an ice observation flight.,54.1478418,25.2991586,BY
"July 19, 1989",16:00,"Sioux City, Iowa",United Air Lines,232,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,N1819U,46618/118,298,112,0,"Catastrophic failure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage. The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulic systems. The  failure was traced back to a manufacturing defect in the fan disk, which had microscopic cracks due to impurities. Subject of the 1992 TV-movie ""Crash Landing: The Rescue of Flight 232.""",42.4999942,-96.40030689999999,US
"July 19, 1994",?,"Colon, Panama",Alas Chiricanas,?,Colon - Panama City,Embraer 110P1 Bandeirante,HP-1202AC,110-375,21,21,0,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.,9.3352868,-79.9416549,PA
"July 19, 2000",00:30,"Linneus, Maine",Airwave Transport,9807,Moncton - Montreal,Grumman G-159 Gulfstream I,C-GNAK,154,2,2,0,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",46.03866499999999,-67.9600193,US
"July 19, 2003",18:00,"Mount Kenya, Kenya",Ryan Blake Air Charter,-,Nairobi - Samburu National Park,Swearingen SA-226T Metro II,ZS-OYI,TC-349,14,14,0,"The plane crashed into the eastern slopes of Mount Kenya at an altitude of 16,355 feet as it attempted to fly around Lenana Peak and land in Samburu National Park. Ten American tourists and 2 pilots were killed when the plane hit the mountain 450 feet below the snow covered peak and disintegrated upon impact. Poor visibility may have been a factor.",-0.1521384,37.3084079,KE
"July 19, 2009",11:50,"Kandahar Airport, Afghanistan",Vertical-T Air,?,?,Mil Mi-8,?,?,21,16,0,A civilian contractor's helicopter crashed while attempting to take off.,31.506944,65.8475,AF
"July 20, 1925",?,"Rosas, Spain",Lignes Aeriennes Latecoere,?,Toulouse - Barcelona,Breguet 14,F-AFBI,209,1,1,0,Crashed in unknown circumstance.,40.428817,-3.6053791,ES
"July 20, 1935",12:30,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,?,"Milan, Italy - Amsterdam",Douglas DC-2,PH-AKG,1335,13,13,0,Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end.,46.4181055,9.225458699999999,CH
"July 20, 1939",d 18:50,"Konstanz, Switzerland",Swissair,?,"Vienna, Austria - Zurich, Switzerland",Junkers JU86 Z-2,HB-IXA,086/0951,6,6,0,The aircraft crashed after an engine fire caused a loss in air speed and a stall..,47.6779496,9.173238399999999,DE
"July 20, 1942",?,"Llanfair, England",Military - Royal Air Force,?,?,Lockheed Hudson,N7253,?,13,13,0,?,52.38102,-3.117897,GB
"July 20, 1946",12:15,Off the Panama coast,Military -  (2) U.S. Army Air Forces,?,?,Boeing B-17G / Boeing B-17G,4485624/4485626,?,20,20,0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft.",51.3222503,-0.1066177,GB
"July 20, 1951",?,"Thudamot, China",Air Outre-Mer,?,"Pakse, Laos  - Saigon, Vietnam",Douglas C-47A,F-OABX,19634,3,3,0,Cargo plane.,35.86166,104.195397,CN
"July 20, 1960",12:30,"Near Syktyvkar, Russia",Aeroflot,613,Leningrad - Syktyvkar,Ilushin IL-14,CCCP-61696,147001035,23,23,0,Broke up in mid air after flying through a thunderstorm and experiencing heavy g loads.,61.6478508,50.8339029,RU
"July 20, 1972",?,"Corfu Island, Greece",Charter,?,?,Sud-Aviation SE210 Caravelle,?,?,84,1,0,"On the takeoff run, a loud explosion was heard and the takeoff was aborted. The aircraft never became airborne,  overran the runway and crashed into shallow water.  On passenger that did not have her seatbelt on was killed.",39.6242621,19.9216777,GR
"July 20, 1977",17:30,"Jima, Ethiopia",Ethiopian Airlines,?,Tippi - Jima,Douglas DC-3,ET-ABF,6069,5,5,0,"The cargo plane crashed into a mountainside in poor weather, visibility and rain showers.",7.673890800000001,36.8357927,ET
"July 20, 1977",?,"Vitim, Russia",Aeroflot,B-2,Vitim - Irkutsk,Ilyushin IL-14M,CCCP-52096,086806109,40,30,0,"The crew attempted to take off in tailwind, stalled, contacted trees and crashed",59.432083,112.539253,RU
"July 20, 1979",19:30,"Off Honolulu, Hawaii",Trans National Airlines,?,Positiioning - San Jose - Honolulu,Douglas C-47B,N63250,17062,3,3,0,"Malfunction of the Loran Navigation System caused the pilot to become lost, run out of fuel and crash into the Pacific. The wreckage was never found.",21.411367,-157.7489121,US
"July 20, 1981",?,"Mogadishu, Somalia",Somali Airlines,?,Mogadishu- Hargeisa,Fokker F-27 Friendship 600RF,6O-SAY,10557,50,50,0,Part of the right wing separated from the plane after the aircraft entered an area of heavy rain and severe turbulence and went into a spiral dive 8 minutes after takeoff.,2.0469343,45.3181623,SO
"July 20, 1988",19:25,"Golden Meadow, Louisiana",TACA,?,El Salvador - New Orleans,Douglas C-118A,N33VX,44615/541,3,3,0,The cargo plane ran out of fuel and crashed into a dirt bank . Fuel starvaion. Open drain valve inside the No. 4 engine led to the loss of fuel.,29.3791112,-90.2600786,US
"July 20, 1992",?,"Tbilisi, Georgia",Georgian Air,?,Tbilisi - Mineralnye Vody,Tupolev TU-154B,CCCP-85222,77A-222,24,24,4,Overran the runway while trying to take off and crashed into buildings. Overloaded. Center of gravity too far forward.,41.7151377,44.827096,GE
"July 20, 1996",15:15,"Russian Mission, Alaska",Northern Air Cargo,33,Emmonak - Aniak,Douglas DC-6A,N313RS,44663/630,4,4,0,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system.",61.785,-161.3202778,US
"July 20, 1999",11:00,"Near Bluefields, Nicaragua",La Costena,046,Managua - Bluefields,Cessna 208B Grand Caravan,YN-CED,208B-0341,16,16,0,"Crashed into a hill at 2,000 ft. while flying VFR in low clouds and rain while approaching Bluefields. The pilot-in-command descended below safe minimum height of 2,700 ft.",12.0111402,-83.7703693,NI
"July 20, 2000",13:12,"Nassau, Bahamas",Allied Air Freight,?,?,Douglas C-47A-10-DK,N54AA,12475,2,2,0,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,25.0479835,-77.355413,BS
